40 22
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 7 7 7 7 7 7 1 7 7 5 7 4 1 7 7 7 7 7 4 7 4 7 7 7 7 7 7 7 1 7 7 7 7 4 7 7 7 7 0
0 7 4 3 4 7 7 7 7 7 7 1 7 7 7 7 7 7 7 7 7 4 5 7 7 4 7 7 7 7 1 7 7 7 7 7 1 7 7 0
0 7 7 7 7 7 7 7 7 7 7 1 7 7 1 7 7 7 7 7 4 7 4 7 7 4 7 7 7 7 7 7 7 7 4 7 7 7 7 0
0 4 7 1 1 7 7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 4 7 7 4 7 7 7 7 4 7 7 7 4 7 7 7 7 7 0
0 4 7 4 4 7 7 7 7 7 7 7 7 7 4 4 7 7 4 7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 4 7 4 1 7 0
0 7 7 7 4 7 7 4 7 7 7 7 7 7 7 7 4 7 7 7 7 7 4 7 1 4 7 7 7 7 7 7 7 7 4 7 4 4 7 0
0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7 7 7 4 7 7 4 7 0
0 7 1 7 7 7 4 7 7 5 7 1 7 7 4 7 4 7 7 7 7 7 7 7 7 7 7 5 7 4 1 7 7 7 7 7 7 4 7 0
0 7 7 5 7 7 7 7 7 4 7 7 7 7 7 1 7 7 7 7 7 7 7 7 4 1 1 4 7 7 5 7 7 7 7 4 7 7 7 0
0 7 7 7 4 7 7 4 7 4 7 7 7 7 7 7 7 7 7 7 7 7 7 7 4 4 7 4 7 7 4 7 7 7 7 7 7 7 7 0
0 7 1 7 7 7 7 7 4 7 7 7 7 7 7 7 7 4 4 1 7 7 7 7 7 7 7 4 7 7 4 7 5 7 7 7 7 1 7 0
0 7 4 7 7 1 7 7 4 7 1 1 7 7 7 7 7 4 7 4 5 7 7 5 7 7 7 7 4 7 7 7 4 7 7 5 7 5 7 0
0 7 5 4 7 7 7 7 7 7 7 7 7 7 7 7 7 7 4 4 4 7 7 4 7 7 7 7 7 7 7 7 5 7 7 7 7 7 4 0
0 7 7 7 7 7 7 7 7 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0
0 1 1 7 7 7 7 7 7 7 7 7 1 7 7 7 5 7 7 7 7 4 7 7 7 7 7 4 7 7 7 4 7 7 7 7 7 7 7 0
0 4 1 7 7 7 7 7 7 7 7 7 4 4 7 7 4 7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 4 7 4 1 7 7 0 0
0 7 4 7 7 4 7 7 7 7 7 7 7 7 4 7 7 7 7 7 4 7 1 1 7 7 7 7 5 7 7 7 4 7 4 4 7 7 7 0
0 7 7 7 7 4 5 7 7 1 7 7 7 7 7 7 7 7 4 7 7 7 7 7 7 4 7 4 5 7 7 7 7 7 7 4 7 7 7 0
0 7 7 7 1 7 7 1 7 4 7 7 4 7 4 4 7 7 7 7 7 7 7 7 7 4 7 4 5 7 7 7 7 7 7 4 7 7 4 0
0 7 5 7 7 7 7 4 7 7 7 7 7 1 7 7 7 7 7 7 7 7 7 1 7 4 7 7 4 7 7 7 7 4 7 7 7 4 7 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
